question_index,question_id,question,relevant_doc_count,relevant_table_count,evidence_count,evidence_variables,query_df_variables,query_uses_df,query_uses_dfs,query_assigns_result,query_length
536,536,"Trong năm 2023, tổng chi phí thuế thu nhập doanh nghiệp hiện hành của doanh nghiệp có tổng vốn chủ sở hữu cuối năm cao nhất trong số Tập đoàn Công nghiệp Cao su Việt Nam, Tổng công ty Phân bón và Hóa chất Dầu khí, CTCP Xi Măng Vicem Hà Tiên và CTCP Thép Nam Kim là bao nhiêu tỷ đồng?",0,0,0,,,False,False,False,0
537,537,"Trong các năm 2019, 2020, 2022, 2023 và 2024, tổng giá trị đầu tư góp vốn vào đơn vị khác cuối năm của Tổng Công ty Viglacera - CTCP (VGC) trong năm có số tiền trích Quỹ phát triển khoa học và công nghệ lớn nhất là bao nhiêu tỷ đồng?",0,0,0,,,False,False,False,0
538,538,"Trong các năm 2023, 2024 và 2025, năm nào có chi phí lãi vay cao nhất của công ty mẹ có lưu chuyển tiền thuần từ hoạt động kinh doanh năm 2024 dương trong số CTCP Nhựa An Phát Xanh (AAA), Tổng Công ty Lâm nghiệp Việt Nam - CTCP (VIF) và CTCP Thép Nam Kim (NKG)?",0,0,0,,,False,False,False,0
539,539,"Trong năm 2019, trong số CTCP Lọc hóa dầu Bình Sơn, Tập đoàn Xăng dầu Việt Nam và Tổng CTCP Vận tải Dầu khí, công ty có tỷ lệ nợ phải trả trên vốn chủ sở hữu cao nhất có tỷ lệ giữa tổng lợi nhuận kế toán trước thuế cộng chi phí lãi vay và chi phí lãi vay là bao nhiêu lần?",0,0,0,,,False,False,False,0
540,540,"Trong số CTCP Phân bón Dầu khí Cà Mau, Tổng CTCP Phân bón và Hóa chất Dầu khí và CTCP Sản xuất Kinh doanh Xuất nhập khẩu Dịch vụ và Đầu tư Tân Bình, mức thay đổi trung bình từ năm 2019 đến năm 2020 của tỷ lệ lợi nhuận gộp trên doanh thu thuần tại các công ty có doanh thu thuần năm 2020 tăng so với năm 2019 là bao nhiêu điểm phần trăm?",0,0,0,,,False,False,False,0
541,541,"Trong các năm 2022, 2023 và 2024, doanh thu thuần thấp nhất của CTCP Tập đoàn C.E.O trong những năm có tỷ lệ lợi nhuận sau thuế trên doanh thu thuần vượt 10% là bao nhiêu nghìn tỷ đồng?",0,0,0,,,False,False,False,0
542,542,"Trong số CTCP Phân bón Dầu khí Cà Mau, Tổng CTCP Phân bón và Hóa chất Dầu khí, Tập đoàn Công nghiệp Cao su Việt Nam và CTCP Sản xuất Kinh doanh Xuất nhập khẩu Dịch vụ và Đầu tư Tân Bình, mức thay đổi trung bình từ năm 2021 đến năm 2022 của tỷ lệ lợi nhuận gộp trên doanh thu thuần tại các công ty có doanh thu thuần năm 2022 tăng so với năm 2021 là bao nhiêu điểm phần trăm?",0,0,0,,,False,False,False,0
543,543,"Trong số CTCP Tập đoàn Hòa Phát, CTCP Tập đoàn Hoa Sen, CTCP Masan High-Tech Materials và CTCP Thép Nam Kim, công ty có mức tăng lớn nhất từ năm 2024 đến năm 2025 của chỉ tiêu được tính bằng hàng tồn kho bình quân nhân 365 rồi chia cho giá vốn hàng bán có mức thay đổi của tỷ lệ lợi nhuận gộp trên doanh thu thuần trong cùng giai đoạn là bao nhiêu điểm phần trăm?",0,0,0,,,False,False,False,0
544,544,"Trong giai đoạn 2020-2022 của CTCP - Tổng công ty Phân bón Dầu khí Cà Mau (DCM), ở năm có biên lợi nhuận ròng trên 10% và doanh thu thuần thấp nhất, hệ số dòng tiền hoạt động trên nợ ngắn hạn là bao nhiêu lần?",0,0,0,,,False,False,False,0
545,545,"Năm 2017, trong ba công ty BSR, PLX và PVT có lợi nhuận thuần từ hoạt động kinh doanh dương, công ty có tỷ lệ lưu chuyển tiền thuần từ hoạt động kinh doanh trên lợi nhuận thuần từ hoạt động kinh doanh thấp nhất có tỷ lệ lợi nhuận sau thuế trên doanh thu thuần là bao nhiêu %?",0,0,0,,,False,False,False,0
546,546,"Năm 2020, trong ba công ty DLG, HHV và VSC có tỷ lệ tài sản ngắn hạn trên nợ ngắn hạn thấp hơn 1 lần, trung bình tỷ lệ lưu chuyển tiền thuần từ hoạt động kinh doanh trên nợ ngắn hạn là bao nhiêu lần?",0,0,0,,,False,False,False,0
547,547,"Trong các công ty AAA, DCM, DPM, GVR và PRT có lưu chuyển tiền thuần từ hoạt động kinh doanh dương trong cả ba năm 2020, 2021 và 2022, tỷ lệ lợi nhuận sau thuế trên doanh thu thuần cao nhất năm 2022 là bao nhiêu %?",0,0,0,,,False,False,False,0
548,548,"Trong các năm 2016, 2017 và 2018 của CTCP Tập đoàn Sao Mai, xét những năm có tỷ lệ lợi nhuận sau thuế trên doanh thu thuần lớn hơn 10%, doanh thu thuần thấp nhất là bao nhiêu nghìn tỷ đồng?",0,0,0,,,False,False,False,0
549,549,"Trong nhóm HPG, HSG, MSR và NKG giai đoạn 2021–2023, công ty và năm có mức tăng trưởng doanh thu thuần cao nhất có tỷ lệ doanh thu thuần trên tổng tài sản cuối năm là bao nhiêu lần?",0,0,0,,,False,False,False,0
550,550,"Năm 2024, trong các công ty ACV, DLG và HHV có tỷ lệ tài sản ngắn hạn trên nợ ngắn hạn thấp hơn 1 lần, trung bình tỷ lệ lưu chuyển tiền thuần từ hoạt động kinh doanh trên nợ ngắn hạn là bao nhiêu lần?",0,0,0,,,False,False,False,0
551,551,"Trong nhóm GEE, GEX và SAM, xét các công ty có lưu chuyển tiền thuần từ hoạt động kinh doanh dương trong cả ba năm 2022, 2023 và 2024, tỷ lệ lợi nhuận sau thuế trên doanh thu thuần cao nhất năm 2024 là bao nhiêu %?",0,0,0,,,False,False,False,0
552,552,"Năm 2023, tổng doanh thu thuần của các công ty trong nhóm HPG, HSG, MSR và NKG có tỷ lệ lợi nhuận sau thuế trên doanh thu thuần dương trong cả ba năm 2021, 2022 và 2023 là bao nhiêu nghìn tỷ đồng?",0,0,0,,,False,False,False,0
553,553,"Trong nhóm BSR, PLX và PVT năm 2019, công ty có tỷ lệ nợ phải trả trên vốn chủ sở hữu cao nhất có tỷ lệ tổng của lợi nhuận trước thuế và chi phí lãi vay trên chi phí lãi vay là bao nhiêu lần?",0,0,0,,,False,False,False,0
554,554,"Trong nhóm DCM, DPM và PRT, xét các công ty có doanh thu thuần năm 2020 cao hơn năm 2019, mức tăng trung bình của tỷ lệ lợi nhuận gộp trên doanh thu thuần từ năm 2019 đến năm 2020 là bao nhiêu điểm phần trăm?",0,0,0,,,False,False,False,0
555,555,"Trong giai đoạn 2022–2024 của CTCP Tập đoàn C.E.O (CEO), xét các năm có tỷ lệ lợi nhuận sau thuế trên doanh thu thuần lớn hơn 10%, doanh thu thuần thấp nhất là bao nhiêu nghìn tỷ đồng?",0,0,0,,,False,False,False,0
556,556,"Trong nhóm HPG, HSG, MSR và NKG, doanh nghiệp có mức tăng lớn nhất từ năm 2023 sang năm 2024 của tỷ lệ 365 lần trung bình hàng tồn kho đầu năm và cuối năm trên giá vốn hàng bán có mức thay đổi của tỷ lệ lợi nhuận gộp trên doanh thu thuần là bao nhiêu điểm phần trăm?",0,0,0,,,False,False,False,0
557,557,"Trong các công ty DCM, DPM, GVR và PRT có doanh thu thuần năm 2022 cao hơn năm 2021, mức thay đổi trung bình của tỷ lệ lợi nhuận gộp trên doanh thu thuần từ năm 2021 đến năm 2022 là bao nhiêu điểm phần trăm?",0,0,0,,,False,False,False,0
558,558,"Trong nhóm HPG, HSG, MSR và NKG, doanh nghiệp có mức tăng lớn nhất từ năm 2024 sang năm 2025 của tỷ lệ 365 lần trung bình hàng tồn kho đầu năm và cuối năm trên giá vốn hàng bán có mức thay đổi của tỷ lệ lợi nhuận gộp trên doanh thu thuần là bao nhiêu điểm phần trăm?",0,0,0,,,False,False,False,0
559,559,"Trong nhóm DCM, DPM và PRT, xét các công ty có lưu chuyển tiền thuần từ hoạt động kinh doanh dương ở cả năm 2019 và 2020, trung bình tỷ lệ thay đổi doanh thu thuần năm 2020 so với năm 2019 là bao nhiêu %?",0,0,0,,,False,False,False,0
560,560,"Trong nhóm DCM, DPM, GVR và PRT, xét các công ty có lưu chuyển tiền thuần từ hoạt động kinh doanh dương ở cả năm 2020 và 2021, trung bình tỷ lệ thay đổi doanh thu thuần năm 2021 so với năm 2020 là bao nhiêu %?",0,0,0,,,False,False,False,0
561,561,"Trong giai đoạn 2020–2022 của CTCP - Tổng công ty Phân bón Dầu khí Cà Mau (DCM), xét các năm có tỷ lệ lợi nhuận sau thuế trên doanh thu thuần lớn hơn 10%, năm có doanh thu thuần thấp nhất có tỷ lệ lưu chuyển tiền thuần từ hoạt động kinh doanh trên nợ ngắn hạn là bao nhiêu lần?",0,0,0,,,False,False,False,0
562,562,"Trong giai đoạn 2022–2024 của Tổng công ty Phân bón Dầu khí Cà Mau, xét các năm có tỷ lệ lợi nhuận sau thuế trên doanh thu thuần lớn hơn 10%, năm có doanh thu thuần thấp nhất có tỷ lệ lưu chuyển tiền thuần từ hoạt động kinh doanh trên nợ ngắn hạn là bao nhiêu lần?",0,0,0,,,False,False,False,0
563,563,"Trong nhóm GEE, GEX và SAM, từ năm 2020 sang năm 2021 có bao nhiêu công ty đồng thời có doanh thu thuần tăng và tỷ lệ lợi nhuận gộp trên doanh thu thuần giảm?",0,0,0,,,False,False,False,0
564,564,"Năm 2020, trong nhóm DLG, HHV và VSC, xét các công ty có tỷ lệ tài sản ngắn hạn trên nợ ngắn hạn thấp hơn 1, trung bình tỷ lệ lưu chuyển tiền thuần từ hoạt động kinh doanh trên nợ ngắn hạn là bao nhiêu lần?",0,0,0,,,False,False,False,0
565,565,"Trong nhóm DLG, HHV và VSC, xét các công ty có lợi nhuận sau thuế dương năm 2020, trung bình tỷ lệ của chênh lệch giữa lợi nhuận sau thuế và lưu chuyển tiền thuần từ hoạt động kinh doanh năm 2020 trên trung bình tổng tài sản cuối năm 2019 và cuối năm 2020 là bao nhiêu %?",0,0,0,,,False,False,False,0
566,566,"Năm 2017, trong các công ty AAA, DCM, GVR và PRT có tỷ lệ tài sản ngắn hạn trên nợ ngắn hạn không thấp hơn 1 lần, trung bình tỷ lệ hàng tồn kho trên nợ ngắn hạn là bao nhiêu lần?",0,0,0,,,False,False,False,0
567,567,"Năm 2016, trong các công ty AAA, DCM, DPM và GVR có tỷ lệ lợi nhuận sau thuế trên doanh thu thuần lớn hơn 10%, tổng doanh thu thuần là bao nhiêu nghìn tỷ đồng?",0,0,0,,,False,False,False,0
568,568,"Trong nhóm HPG, HSG, MSR và NKG, xét các công ty có tỷ lệ lợi nhuận sau thuế trên doanh thu thuần dương trong cả ba năm 2020, 2021 và 2022, tổng doanh thu thuần năm 2022 là bao nhiêu nghìn tỷ đồng?",0,0,0,,,False,False,False,0
569,569,"Năm 2022, trong các công ty HPG, HSG, MSR và NKG có tỷ lệ lợi nhuận sau thuế trên doanh thu thuần dương, trung bình chênh lệch giữa tỷ lệ lợi nhuận gộp trên doanh thu thuần và tỷ lệ lợi nhuận sau thuế trên doanh thu thuần là bao nhiêu điểm phần trăm?",0,0,0,,,False,False,False,0
570,570,"Trong nhóm HPG, HSG, MSR và NKG, công ty có mức tăng lớn nhất từ năm 2021 sang năm 2022 của giá trị bằng 365 nhân với trung bình hàng tồn kho đầu năm và cuối năm rồi chia cho giá vốn hàng bán có mức thay đổi của tỷ lệ lợi nhuận gộp trên doanh thu thuần là bao nhiêu điểm phần trăm?",0,0,0,,,False,False,False,0
571,571,"Từ năm 2021 sang năm 2022, trong nhóm BSR, PLX và PVT, công ty có mức tăng tương đối của doanh thu thuần cao nhất có tổng chi phí bán hàng và chi phí quản lý doanh nghiệp tăng bao nhiêu %?",0,0,0,,,False,False,False,0
572,572,"Trong nhóm GEE, GEX và SAM, xét các công ty có lưu chuyển tiền thuần từ hoạt động kinh doanh dương trong cả ba năm 2022, 2023 và 2024, công ty có tỷ lệ tăng doanh thu thuần năm 2024 so với năm 2023 cao nhất có tỷ lệ lợi nhuận sau thuế năm 2024 trên trung bình tổng tài sản cuối năm 2023 và cuối năm 2024 là bao nhiêu %?",0,0,0,,,False,False,False,0
573,573,"Trong nhóm HPG, HSG, MSR và NKG giai đoạn 2021–2023, công ty và năm có mức tăng tương đối của doanh thu thuần so với năm liền trước lớn nhất có tỷ lệ doanh thu thuần trên tổng tài sản cuối năm là bao nhiêu lần?",0,0,0,,,False,False,False,0
574,574,"Năm 2024, trong các công ty GEE, GEX và SAM có lưu chuyển tiền thuần từ hoạt động kinh doanh dương trong cả ba năm 2022, 2023 và 2024, tỷ lệ lợi nhuận sau thuế trên doanh thu thuần cao nhất là bao nhiêu %?",0,0,0,,,False,False,False,0
575,575,"Trong nhóm HPG, HSG, MSR và NKG, công ty có mức tăng lớn nhất từ năm 2022 sang năm 2023 của giá trị bằng 365 nhân với trung bình hàng tồn kho đầu năm và cuối năm rồi chia cho giá vốn hàng bán có tỷ lệ lợi nhuận gộp trên doanh thu thuần thay đổi bao nhiêu điểm phần trăm trong cùng giai đoạn?",0,0,0,,,False,False,False,0
576,576,"Trong nhóm DCM, DPM và PRT, xét các công ty có tăng trưởng doanh thu thuần dương từ 2019 đến 2020, thay đổi biên lợi nhuận gộp bình quân là bao nhiêu điểm phần trăm?",0,0,0,,,False,False,False,0
577,577,"Với CTCP Tập đoàn C.E.O trong giai đoạn 2022-2024, ở các năm có biên lợi nhuận ròng trên 10%, doanh thu thuần thấp nhất là bao nhiêu nghìn tỷ đồng?",0,0,0,,,False,False,False,0
578,578,Tổng số dư trả trước cho người bán ngắn hạn của công ty mẹ CTCP Nông nghiệp BAF Việt Nam cuối năm 2025 trừ đi mức cuối năm 2022 là bao nhiêu tỷ đồng?,0,0,0,,,False,False,False,0
579,579,Tính phần trăm tăng trưởng lãi tiền gửi có kỳ hạn của công ty mẹ CTCP Phát triển Hạ tầng Kỹ thuật từ năm 2016 sang năm 2021.,0,0,0,,,False,False,False,0
580,580,"Tính hiệu số chi phí (thu nhập) thuế hoãn lại của HBC giữa năm 2016 và năm 2015, kết quả tính theo đơn vị triệu đồng.",0,0,0,,,False,False,False,0
581,581,Chênh lệch giá trị còn lại của tài sản cố định hữu hình tại CTCP Tập đoàn Dabaco Việt Nam (DBC) giữa thời điểm cuối năm 2019 và thời điểm cuối năm 2015 là bao nhiêu tỷ đồng?,0,0,0,,,False,False,False,0
582,582,Tăng trưởng khoản vay ngắn hạn của MCH từ cuối năm 2021 đến cuối năm 2023 là bao nhiêu %?,0,0,0,,,False,False,False,0
583,583,"Đến ngày 31/12/2022, giá trị còn lại tài sản cố định vô hình của công ty mẹ OCB tăng bao nhiêu % so với ngày 31/12/2020?",0,0,0,,,False,False,False,0
584,584,Chênh lệch vốn chủ sở hữu giữa cuối năm 2025 và cuối năm 2024 của Công ty CP Nhựa An Phát Xanh (AAA) là bao nhiêu tỷ đồng?,0,0,0,,,False,False,False,0
585,585,Số tiền phải trả của Quỹ khen thưởng phúc lợi của công ty mẹ Ngân hàng TMCP Sài Gòn Tài Lộc (mã STB) năm 2022 tăng bao nhiêu % so với năm 2016.,0,0,0,,,False,False,False,0
586,586,Tốc độ tăng trưởng tiền và các khoản tương đương tiền của Tổng Công ty Cảng Hàng không Việt Nam từ cuối năm 2021 đến cuối năm 2022 là bao nhiêu phần trăm?,0,0,0,,,False,False,False,0
587,587,Tính tốc độ tăng trưởng (%) của số dư tiền gửi tại Ngân hàng Nhà nước Việt Nam (bằng VND) của STB từ cuối năm 2016 đến cuối năm 2022.,0,0,0,,,False,False,False,0
588,588,Tính chênh lệch tổng dư nợ phải thu ngắn hạn khác từ các bên liên quan giữa cuối năm 2023 và cuối năm 2019 của công ty mẹ Tổng Công ty cổ phần Bia - Rượu - Nước giải khát Sài Gòn (SAB) là bao nhiêu tỷ đồng?,0,0,0,,,False,False,False,0
589,589,Chênh lệch chi phí thuế TNDN giữa hai niên độ 2019 và 2016 của công ty mẹ CTCP Đầu tư Nam Long là bao nhiêu triệu đồng?,0,0,0,,,False,False,False,0
590,590,Chênh lệch tổng hạn mức vay ngắn hạn của CTCP Đầu tư Hạ tầng Giao thông Đèo Cả (HHV) giữa năm 2025 và 2021 là bao nhiêu tỷ đồng?,0,0,0,,,False,False,False,0
591,591,"Chênh lệch số dư cho vay khách hàng - gộp (chưa quá hạn và chưa phải lập dự phòng) của Ngân hàng TMCP Đông Nam Á giữa hai mốc cuối năm 2022 và cuối năm 2021 là bao nhiêu, tính bằng triệu đồng?",0,0,0,,,False,False,False,0
592,592,Độ chênh lệch của chỉ tiêu số dư cuối năm dự phòng rủi ro cho vay khách hàng giữa năm 2024 và năm 2022 của Ngân hàng TMCP Đầu tư và Phát triển Việt Nam là bao nhiêu triệu đồng?,0,0,0,,,False,False,False,0
593,593,Mức chênh lệch lãi chênh lệch tỷ giá của Tổng Công ty Lâm nghiệp Việt Nam - CTCP (VIF) giữa năm 2023 và năm 2021 là bao nhiêu triệu đồng?,0,0,0,,,False,False,False,0
594,594,Chênh lệch giá trị hợp lý khoản đầu tư vào Ngân hàng TMCP Ngoại Thương Việt Nam của GEE giữa cuối năm 2025 và cuối năm 2022 là bao nhiêu triệu đồng?,0,0,0,,,False,False,False,0
595,595,Số dư khoản Phải thu khác dài hạn tổng cộng của CTCP Dịch vụ Bất động sản Đất Xanh giữa cuối năm 2022 lớn hơn bao nhiêu tỷ đồng so với cuối năm 2021?,0,0,0,,,False,False,False,0
596,596,Tính tỷ lệ tăng trưởng (%) giá trị đầu tư (Giá gốc) vào Công ty Cổ phần APIS của công ty mẹ CTCP Sữa Việt Nam (VNM) từ cuối năm 2017 đến hết năm 2024.,0,0,0,,,False,False,False,0
597,597,Lãi và phí phải trả của các khoản nợ của Ngân hàng TMCP Quốc Dân từ năm 2021 đến năm 2022 thay đổi bao nhiêu phần trăm?,0,0,0,,,False,False,False,0
598,598,Tổng số dư phải trả người bán ngắn hạn với bên liên quan của công ty mẹ HNG từ cuối năm 2020 đến cuối năm 2021 thay đổi bao nhiêu phần trăm?,0,0,0,,,False,False,False,0
599,599,"Chi phí khác (không bao gồm phạt do vi phạm hành chính, chi phí token card và phí chuyển tiền của NDT) của FTS trong năm 2022 lớn hơn năm 2023 là bao nhiêu triệu đồng?",0,0,0,,,False,False,False,0
600,600,Lãi vay phải trả người bán ngắn hạn của CTCP FPT cuối năm 2025 trừ đi giá trị cùng chỉ tiêu cuối năm 2023 bằng bao nhiêu tỷ đồng?,0,0,0,,,False,False,False,0
601,601,Hiệu số giữa Chi phí lãi vay phải trả ngắn hạn của công ty mẹ KBC cuối năm 2019 và cuối năm 2016 là bao nhiêu tỷ đồng?,0,0,0,,,False,False,False,0
602,602,Giá trị chứng khoán kinh doanh đã niêm yết của Ngân hàng TMCP Phát triển Thành phố Hồ Chí Minh cuối năm 2021 lớn hơn so với cuối năm 2018 bao nhiêu triệu đồng?,0,0,0,,,False,False,False,0
603,603,Chi phí trả trước chi phí bảo dưỡng tàu bay của công ty mẹ VJC mốc cuối năm 2025 bé hơn cuối năm 2024 mấy tỷ đồng?,0,0,0,,,False,False,False,0
604,604,Biến động tổng tài sản của công ty mẹ DLG giữa cuối năm 2019 và cuối năm 2018 là bao nhiêu tỷ đồng?,0,0,0,,,False,False,False,0
605,605,Tỷ lệ tăng trưởng khoản người mua trả tiền trước ngắn hạn của Công ty CP Đầu tư Nam Long (NLG) từ cuối năm 2023 đến cuối năm 2024 là bao nhiêu %?,0,0,0,,,False,False,False,0
606,606,Tỷ lệ tăng trưởng tổng nợ ngắn hạn của CTCP Masan MeatLife (mã MML) từ cuối năm 2019 đến cuối năm 2023 là bao nhiêu phần trăm?,0,0,0,,,False,False,False,0
607,607,Chi phí thuế thu nhập doanh nghiệp hiện hành của Công ty Cổ phần Hoàng Anh Gia Lai năm 2023 lớn hơn năm 2017 bao nhiêu nghìn đồng?,0,0,0,,,False,False,False,0
608,608,Giá trị còn lại cuối năm của Tổng Tài sản cố định hữu hình của CTCP Masan MeatLife từ cuối năm 2018 đến cuối năm 2023 tăng bao nhiêu triệu đồng.,0,0,0,,,False,False,False,0
609,609,"Tổng tài sản, GTCG nhận thế chấp, cầm cố và chiết khấu, tái chiết khấu của ACB tăng bao nhiêu phần trăm từ cuối năm 2022 đến cuối năm 2025?",0,0,0,,,False,False,False,0
610,610,Tỉ lệ tăng trưởng chi phí mua khí từ các chủ mỏ của GAS trong năm 2022 so với năm 2020 là bao nhiêu %?,0,0,0,,,False,False,False,0
611,611,Mức thay đổi chênh lệch thanh khoản ròng trong hạn của công ty mẹ Ngân hàng TMCP Xuất nhập khẩu Việt Nam (EIB) từ năm 2018 đến năm 2019 theo đơn vị triệu đồng là bao nhiêu?,0,0,0,,,False,False,False,0
612,612,Tổng dư nợ vay ngắn hạn ngân hàng của công ty mẹ CTCP Thép Nam Kim (NKG) vào cuối năm 2021 tăng so với cuối năm 2020 là bao nhiêu phần trăm?,0,0,0,,,False,False,False,0
613,613,Chênh lệch lưu chuyển tiền thuần từ hoạt động tài chính giữa năm 2022 so với năm 2018 của công ty mẹ IJC là bao nhiêu triệu đồng?,0,0,0,,,False,False,False,0
614,614,"Tỷ lệ tăng trưởng số dư cuối kỳ Quỹ khen thưởng, phúc lợi của công ty mẹ CTCP Phát triển Hạ tầng Kỹ thuật (IJC) từ cuối năm 2015 đến cuối năm 2021 là bao nhiêu phần trăm?",0,0,0,,,False,False,False,0
615,615,Tỷ lệ tăng trưởng của Bất động sản dở dang của CTCP Bluemarq Group giữa năm 2020 và năm 2017 là bao nhiêu %?,0,0,0,,,False,False,False,0
616,616,Chênh lệch giá trị còn lại Tài sản cố định hữu hình của VJC giữa cuối năm 2018 và cuối năm 2015 là bao nhiêu nghìn tỷ đồng?,0,0,0,,,False,False,False,0
617,617,Tỷ lệ tăng trưởng của Tổng nguồn vốn hợp nhất Tổng Công ty Khí Việt Nam - CTCP (GAS) từ đầu năm 2016 đến đầu năm 2019 là bao nhiêu phần trăm?,0,0,0,,,False,False,False,0
618,618,Chênh lệch lãi dự thu từ cho vay khách hàng của công ty mẹ STB giữa cuối năm 2019 và cuối năm 2018 là bao nhiêu triệu đồng?,0,0,0,,,False,False,False,0
619,619,Chênh lệch số dư khoản Tạm ứng ngắn hạn cuối năm 2020 so với cuối năm 2019 của công ty mẹ CTCP Chứng khoán SSI là bao nhiêu triệu đồng?,0,0,0,,,False,False,False,0
620,620,Mức tăng trưởng tổng doanh thu bộ phận của CTCP Masan High-Tech Materials từ năm 2020 đến năm 2025 là bao nhiêu phần trăm?,0,0,0,,,False,False,False,0
621,621,Chênh lệch chi phí nhiên liệu của công ty mẹ CTCP Hàng không Vietjet giữa năm 2024 và năm 2021 là mấy nghìn tỷ đồng?,0,0,0,,,False,False,False,0
622,622,Giá trị thuần đầu tư vào công ty con của công ty mẹ CTCP Bluemarq Group năm 2024 trừ đi năm 2023 là bao nhiêu tỷ đồng?,0,0,0,,,False,False,False,0
623,623,Chênh lệch giá trị hàng tồn kho - Nguyên vật liệu giữa (giá gốc) cuối năm 2023 và cuối năm 2022 của PC1 là bao nhiêu tỷ đồng?,0,0,0,,,False,False,False,0
624,624,Biến động dư tiền mặt bằng ngoại tệ của công ty mẹ Ngân hàng TMCP Sài Gòn Thương Tín (STB) giữa cuối năm 2016 và cuối năm 2015 là bao nhiêu triệu đồng?,0,0,0,,,False,False,False,0
625,625,Thay đổi số dư vay ngắn hạn từ Ngân hàng TMCP Quốc tế của Tổng Công ty Viglacera - CTCP từ cuối năm 2023 đến cuối năm 2024 là bao nhiêu triệu đồng?,0,0,0,,,False,False,False,0
626,626,Tính tỷ lệ phần trăm tăng trưởng khoản phải thu ngắn hạn từ hoạt động đầu tư của công ty mẹ Tập đoàn Bảo Việt (BVH) vào cuối năm 2020 so với năm 2018 .,0,0,0,,,False,False,False,0
627,627,Chênh lệch số dư Tài sản thuế thu nhập hoãn lại của PVT ở cuối năm 2018 so với cuối năm 2016 là bao nhiêu triệu đồng?,0,0,0,,,False,False,False,0
628,628,Số chênh lệch chi phí xây dựng cơ bản dở dang - Dự án Nhà máy Sản xuất Phân bón phức hợp từ Urê nóng chảy giữa cuối năm 2018 và cuối năm 2017 của CTCP - Tổng công ty Phân bón Dầu khí Cà Mau (DCM) là bao nhiêu tỷ đồng?,0,0,0,,,False,False,False,0
629,629,Tỷ lệ biến động số dư dự phòng phải thu ngắn hạn khó đòi giữa hai kỳ tài chính của công ty mẹ HBC giữa năm 2016 và năm 2020 là bao nhiêu %?,0,0,0,,,False,False,False,0
630,630,Chênh lệch tổng chi phí thuế TNDN hiện hành của công ty mẹ Ngân hàng TMCP Sài Gòn - Hà Nội (SHB) giữa năm 2025 và năm 2024 là bao nhiêu triệu đồng?,0,0,0,,,False,False,False,0
631,631,Tỷ lệ tăng trưởng chi phí bán hàng của công ty mẹ CTCP Phát triển Hạ tầng Kỹ thuật từ năm 2015 đến năm 2018 là bao nhiêu %?,0,0,0,,,False,False,False,0
632,632,Tỉ lệ tăng trưởng tài sản dài hạn của CTCP Masan High-Tech Materials từ cuối năm 2016 đến cuối năm 2020 là bao nhiêu %?,0,0,0,,,False,False,False,0
633,633,Tỷ lệ tăng % khoản trả trước cho người bán ngắn hạn cho Liên doanh Việt - Nga VietsovPetro của Tổng Công ty Khí Việt Nam - CTCP từ cuối năm 2015 đến cuối năm 2016 là bao nhiêu?,0,0,0,,,False,False,False,0
634,634,Số dư nợ có khả năng mất vốn từ các hợp đồng mua và cam kết bán lại chứng khoán của công ty mẹ Ngân hàng TMCP Sài Gòn Tài Lộc năm 2019 thấp hơn năm 2017 bao nhiêu triệu đồng?,0,0,0,,,False,False,False,0
635,635,Tính tỷ lệ tăng % cho vay và phải thu của tài sản tài chính trong hoạt động cho vay khách hàng của công ty mẹ ABB từ cuối năm 2020 đến cuối năm 2023 là bao nhiêu phần trăm?,0,0,0,,,False,False,False,0
636,636,Chênh lệch tổng giá trị các khoản phải thu khác ngắn hạn cuối năm 2024 so với năm 2022 của Tổng Công ty Phát triển Đô thị Kinh Bắc (mã KBC) là bao nhiêu nghìn tỷ đồng?,0,0,0,,,False,False,False,0
637,637,Tỷ lệ tăng trưởng vốn đã góp của chủ sở hữu của công ty mẹ VPI từ cuối năm 2021 đến cuối năm 2022 là bao nhiêu phần trăm?,0,0,0,,,False,False,False,0
638,638,Tăng trưởng cam kết thuê hoạt động ngắn hạn (từ 1 năm trở xuống) của công ty mẹ CTCP Tập đoàn GELEX từ cuối năm 2022 đến cuối năm 2025 là bao nhiêu %?,0,0,0,,,False,False,False,0
639,639,Tính tỷ lệ tăng % chi phí sản xuất kinh doanh dở dang trong hoạt động xây lắp của CTCP Tập Đoàn PC1 từ năm 2019 sang năm 2020.,0,0,0,,,False,False,False,0
640,640,"Tính tỷ lệ tăng trưởng chi phí nhân viên bán hàng của CTCP Đường Quảng Ngãi giữa năm 2020 và năm 2021, thể hiện dưới dạng phần trăm.",0,0,0,,,False,False,False,0
641,641,Thuế thu nhập doanh nghiệp phải nộp cuối kỳ của CTCP Tập đoàn Đức Long Gia Lai cuối năm 2020 bé hơn giá trị cuối năm 2018 bao nhiêu tỷ đồng?,0,0,0,,,False,False,False,0
642,642,Tính biến động số dư Trái phiếu Chính phủ (giữ đến ngày đáo hạn) của Ngân hàng TMCP Phát triển Thành phố Hồ Chí Minh giữa cuối năm 2021 và cuối năm 2020 (triệu đồng).,0,0,0,,,False,False,False,0
643,643,Biến động số lượng cổ phiếu đang lưu hành của công ty mẹ KLB giữa cuối năm 2019 và cuối năm 2023 là bao nhiêu cổ phiếu?,0,0,0,,,False,False,False,0
644,644,Tốc độ tăng trưởng doanh thu thuần từ hoạt động xây dựng của DIG tính từ năm 2022 lên 2023 là bao nhiêu %?,0,0,0,,,False,False,False,0
